lead_id,user_id,campaign_id,created_at,canal
276,100275,1,2024-03-01,google
277,100276,3,2024-03-22,linkedin
278,100277,3,2024-02-11,linkedin
279,100278,1,2024-02-02,google
280,100279,1,2024-03-14,google
281,100280,3,2024-01-09,linkedin
282,100281,3,2024-01-25,linkedin
283,100282,3,2024-01-13,linkedin
284,100283,2,2024-02-16,meta
285,100284,1,2024-02-14,google
286,100285,3,2024-01-05,linkedin
287,100286,1,2024-01-31,google
288,100287,2,2024-01-31,meta
289,100288,2,2024-03-30,meta
290,100289,3,2024-03-11,linkedin
291,100290,2,2024-02-10,meta
292,100291,1,2024-02-15,google
293,100292,3,2024-02-21,linkedin
294,100293,1,2024-03-24,google
295,100294,1,2024-03-26,google
296,100295,2,2024-01-05,meta
297,100296,2,2024-01-12,meta
298,100297,2,2024-01-21,meta
299,100298,2,2024-01-09,meta
300,100299,2,2024-01-17,meta
301,100300,3,2024-01-24,linkedin
302,100301,1,2024-01-27,google
303,100302,1,2024-01-08,google
304,100303,1,2024-02-13,google
305,100304,1,2024-03-02,google
306,100305,2,2024-01-29,meta
307,100306,1,2024-03-23,google
308,100307,3,2024-03-14,linkedin
309,100308,3,2024-01-24,linkedin
310,100309,1,2024-02-03,google
311,100310,1,2024-02-29,google
312,100311,3,2024-01-31,linkedin
313,100312,3,2024-01-04,linkedin
314,100313,2,2024-01-09,meta
315,100314,3,2024-03-30,linkedin
316,100315,2,2024-03-17,meta
317,100316,2,2024-03-30,meta
318,100317,2,2024-02-23,meta
319,100318,2,2024-01-01,meta
320,100319,2,2024-03-01,meta
321,100320,1,2024-03-13,google
322,100321,3,2024-01-31,linkedin
323,100322,2,2024-03-28,meta
324,100323,3,2024-02-14,linkedin
325,100324,3,2024-02-29,linkedin
326,100325,2,2024-03-26,meta
327,100326,1,2024-03-13,google
328,100327,2,2024-03-27,meta
329,100328,1,2024-03-24,google
330,100329,3,2024-02-11,linkedin
331,100330,1,2024-03-25,google
332,100331,1,2024-01-27,google
333,100332,1,2024-02-27,google
334,100333,3,2024-03-09,linkedin
335,100334,3,2024-03-21,linkedin
336,100335,1,2024-03-13,google
337,100336,1,2024-02-03,google
338,100337,2,2024-01-10,meta
339,100338,1,2024-03-06,google
340,100339,2,2024-01-25,meta
341,100340,1,2024-01-03,google
342,100341,2,2024-02-03,meta
343,100342,3,2024-03-11,linkedin
344,100343,1,2024-01-28,google
345,100344,1,2024-01-09,google
346,100345,1,2024-01-11,google
347,100346,1,2024-03-20,google
348,100347,2,2024-02-08,meta
349,100348,1,2024-01-13,google
350,100349,3,2024-01-11,linkedin
351,100350,3,2024-02-04,linkedin
352,100351,1,2024-01-08,google
353,100352,3,2024-01-07,linkedin
354,100353,1,2024-03-09,google
355,100354,1,2024-03-10,google
356,100355,3,2024-02-26,linkedin
357,100356,1,2024-02-04,google
358,100357,3,2024-01-11,linkedin
359,100358,2,2024-02-07,meta
360,100359,1,2024-03-25,google
361,100360,2,2024-03-18,meta
362,100361,3,2024-02-18,linkedin
363,100362,2,2024-02-04,meta
364,100363,2,2024-01-29,meta
365,100364,3,2024-03-28,linkedin
366,100365,2,2024-02-10,meta
367,100366,2,2024-01-06,meta
368,100367,3,2024-01-10,linkedin
369,100368,2,2024-03-24,meta
370,100369,3,2024-03-24,linkedin
371,100370,2,2024-03-30,meta
372,100371,3,2024-03-25,linkedin
373,100372,3,2024-01-23,linkedin
374,100373,2,2024-02-15,meta
375,100374,2,2024-01-12,meta
376,100375,2,2024-02-24,meta
377,100376,1,2024-01-13,google
378,100377,1,2024-03-14,google
379,100378,1,2024-01-07,google
380,100379,3,2024-01-12,linkedin
381,100380,2,2024-03-01,meta
382,100381,3,2024-01-25,linkedin
383,100382,1,2024-01-02,google
384,100383,2,2024-01-26,meta
385,100384,3,2024-02-20,linkedin
386,100385,2,2024-03-09,meta
387,100386,3,2024-03-02,linkedin
388,100387,2,2024-03-12,meta
389,100388,1,2024-03-13,google
390,100389,1,2024-02-08,google
391,100390,2,2024-03-24,meta
392,100391,3,2024-01-11,linkedin
393,100392,1,2024-03-04,google
394,100393,1,2024-03-26,google
395,100394,1,2024-03-20,google
396,100395,2,2024-02-11,meta
397,100396,2,2024-01-10,meta
398,100397,3,2024-03-29,linkedin
399,100398,3,2024-01-19,linkedin
400,100399,3,2024-01-04,linkedin
401,100400,2,2024-03-23,meta
402,100401,2,2024-01-03,meta
403,100402,3,2024-03-21,linkedin
404,100403,3,2024-01-14,linkedin
405,100404,2,2024-01-10,meta
406,100405,3,2024-01-06,linkedin
407,100406,1,2024-01-31,google
408,100407,2,2024-01-31,meta
409,100408,3,2024-02-17,linkedin
410,100409,2,2024-01-09,meta
411,100410,1,2024-03-16,google
412,100411,2,2024-01-26,meta
413,100412,2,2024-01-02,meta
414,100413,2,2024-01-04,meta
415,100414,2,2024-01-06,meta
416,100415,1,2024-01-30,google
417,100416,2,2024-02-24,meta
418,100417,2,2024-01-28,meta
419,100418,3,2024-03-01,linkedin
420,100419,2,2024-03-17,meta
421,100420,3,2024-02-24,linkedin
422,100421,1,2024-02-05,google
423,100422,1,2024-03-14,google
424,100423,1,2024-03-14,google
425,100424,1,2024-01-05,google
426,100425,3,2024-01-29,linkedin
427,100426,2,2024-01-12,meta
428,100427,1,2024-01-22,google
429,100428,2,2024-02-28,meta
430,100429,3,2024-02-08,linkedin
431,100430,3,2024-01-02,linkedin
432,100431,3,2024-01-14,linkedin
433,100432,1,2024-01-10,google
434,100433,2,2024-02-17,meta
435,100434,2,2024-03-04,meta
436,100435,2,2024-01-03,meta
437,100436,3,2024-03-12,linkedin
438,100437,1,2024-02-29,google
439,100438,3,2024-03-21,linkedin
440,100439,3,2024-03-08,linkedin
441,100440,2,2024-01-21,meta
442,100441,3,2024-01-19,linkedin
443,100442,2,2024-03-19,meta
444,100443,1,2024-01-20,google
445,100444,2,2024-02-27,meta
446,100445,1,2024-02-11,google
447,100446,2,2024-01-10,meta
448,100447,3,2024-01-23,linkedin
449,100448,3,2024-03-28,linkedin
450,100449,1,2024-01-12,google
451,100450,1,2024-01-09,google
452,100451,1,2024-03-19,google
453,100452,2,2024-01-29,meta
454,100453,2,2024-03-22,meta
455,100454,1,2024-01-20,google
456,100455,3,2024-03-05,linkedin
457,100456,2,2024-01-03,meta
458,100457,2,2024-01-08,meta
459,100458,2,2024-02-08,meta
460,100459,1,2024-03-04,google
461,100460,1,2024-01-31,google
462,100461,1,2024-03-12,google
463,100462,1,2024-03-19,google
464,100463,1,2024-01-22,google
465,100464,3,2024-01-05,linkedin
466,100465,3,2024-02-27,linkedin
467,100466,1,2024-03-13,google
468,100467,2,2024-03-19,meta
469,100468,1,2024-03-03,google
470,100469,3,2024-03-01,linkedin
471,100470,3,2024-02-21,linkedin
472,100471,2,2024-02-02,meta
473,100472,3,2024-01-22,linkedin
474,100473,1,2024-02-20,google
475,100474,2,2024-01-11,meta
476,100475,1,2024-02-27,google
477,100476,1,2024-02-19,google
478,100477,2,2024-03-10,meta
479,100478,1,2024-01-17,google
480,100479,3,2024-02-15,linkedin
481,100480,1,2024-02-13,google
482,100481,2,2024-02-26,meta
483,100482,2,2024-01-05,meta
484,100483,2,2024-02-08,meta
485,100484,1,2024-02-27,google
486,100485,2,2024-01-09,meta
487,100486,2,2024-01-23,meta
488,100487,1,2024-02-16,google
489,100488,3,2024-02-05,linkedin
490,100489,1,2024-01-31,google
491,100490,2,2024-03-24,meta
492,100491,2,2024-01-23,meta
493,100492,1,2024-02-25,google
494,100493,3,2024-03-11,linkedin
495,100494,2,2024-02-15,meta
496,100495,2,2024-02-27,meta
497,100496,2,2024-02-05,meta
498,100497,1,2024-03-08,google
499,100498,2,2024-03-28,meta
500,100499,3,2024-02-29,linkedin
501,100500,2,2024-01-14,meta
502,100501,2,2024-01-25,meta
503,100502,3,2024-03-11,linkedin
504,100503,2,2024-03-19,meta
505,100504,1,2024-02-13,google
506,100505,1,2024-02-15,google
507,100506,1,2024-01-13,google
508,100507,3,2024-03-02,linkedin
509,100508,2,2024-01-19,meta
510,100509,1,2024-01-12,google
511,100510,3,2024-03-30,linkedin
512,100511,2,2024-02-17,meta
513,100512,3,2024-02-02,linkedin
514,100513,1,2024-03-19,google
515,100514,1,2024-02-06,google
516,100515,1,2024-01-06,google
517,100516,3,2024-03-29,linkedin
518,100517,3,2024-03-21,linkedin
519,100518,1,2024-02-12,google
520,100519,3,2024-02-19,linkedin
521,100520,1,2024-02-15,google
522,100521,1,2024-03-13,google
523,100522,2,2024-01-28,meta
524,100523,3,2024-03-07,linkedin
525,100524,1,2024-01-11,google
526,100525,1,2024-01-20,google
527,100526,3,2024-03-27,linkedin
528,100527,2,2024-01-30,meta
529,100528,2,2024-02-05,meta
530,100529,1,2024-03-16,google
531,100530,3,2024-03-08,linkedin
532,100531,2,2024-03-28,meta
533,100532,3,2024-02-05,linkedin
534,100533,3,2024-02-27,linkedin
535,100534,1,2024-01-28,google
536,100535,2,2024-02-08,meta
537,100536,1,2024-03-06,google
538,100537,2,2024-02-12,meta
539,100538,2,2024-01-05,meta
540,100539,2,2024-01-13,meta
541,100540,2,2024-01-09,meta
542,100541,2,2024-02-26,meta
543,100542,3,2024-01-27,linkedin
544,100543,1,2024-03-01,google
545,100544,3,2024-03-17,linkedin
546,100545,2,2024-02-19,meta
547,100546,1,2024-03-22,google
548,100547,2,2024-02-03,meta
549,100548,1,2024-03-25,google
550,100549,3,2024-03-05,linkedin
551,100550,1,2024-02-14,google
552,100551,1,2024-03-27,google
553,100552,1,2024-02-03,google
554,100553,1,2024-03-13,google
555,100554,1,2024-01-08,google
556,100555,2,2024-02-17,meta
557,100556,1,2024-02-05,google
558,100557,1,2024-03-22,google
559,100558,3,2024-03-06,linkedin
560,100559,1,2024-01-11,google
561,100560,3,2024-02-21,linkedin
562,100561,2,2024-02-05,meta
563,100562,1,2024-01-31,google
564,100563,3,2024-01-24,linkedin
565,100564,3,2024-01-21,linkedin
566,100565,2,2024-01-30,meta
567,100566,1,2024-03-12,google
568,100567,1,2024-03-04,google
569,100568,3,2024-02-08,linkedin
570,100569,1,2024-01-01,google
571,100570,3,2024-02-11,linkedin
572,100571,1,2024-03-17,google
573,100572,3,2024-03-26,linkedin
574,100573,1,2024-01-05,google
575,100574,2,2024-01-12,meta
576,100575,1,2024-01-29,google
577,100576,1,2024-01-03,google
578,100577,2,2024-03-01,meta
579,100578,1,2024-02-20,google
580,100579,2,2024-02-05,meta
581,100580,1,2024-03-15,google
582,100581,3,2024-03-30,linkedin
583,100582,3,2024-01-02,linkedin
584,100583,1,2024-01-29,google
585,100584,1,2024-02-10,google
586,100585,1,2024-01-29,google
587,100586,3,2024-03-04,linkedin
588,100587,1,2024-02-27,google
589,100588,3,2024-03-23,linkedin
590,100589,2,2024-01-10,meta
591,100590,3,2024-01-11,linkedin
592,100591,3,2024-01-07,linkedin
593,100592,2,2024-03-17,meta
594,100593,3,2024-03-01,linkedin
595,100594,1,2024-03-06,google
596,100595,1,2024-03-26,google
597,100596,3,2024-02-22,linkedin
598,100597,1,2024-03-05,google
599,100598,3,2024-01-27,linkedin
600,100599,1,2024-01-07,google
601,100600,1,2024-03-05,google
602,100601,3,2024-02-27,linkedin
603,100602,1,2024-01-25,google
604,100603,3,2024-02-17,linkedin
605,100604,1,2024-01-04,google
606,100605,1,2024-01-08,google
607,100606,2,2024-03-25,meta
608,100607,2,2024-03-08,meta
609,100608,3,2024-02-29,linkedin
610,100609,2,2024-01-04,meta
611,100610,3,2024-01-08,linkedin
612,100611,2,2024-03-30,meta
613,100612,1,2024-01-16,google
614,100613,3,2024-01-19,linkedin
615,100614,3,2024-01-01,linkedin
616,100615,1,2024-02-03,google
617,100616,3,2024-02-14,linkedin
618,100617,3,2024-03-03,linkedin
619,100618,2,2024-01-06,meta
620,100619,3,2024-02-05,linkedin
621,100620,1,2024-03-06,google
622,100621,2,2024-03-18,meta
623,100622,2,2024-01-08,meta
624,100623,1,2024-03-07,google
625,100624,1,2024-01-27,google
626,100625,2,2024-02-03,meta
627,100626,3,2024-01-28,linkedin
628,100627,2,2024-01-31,meta
629,100628,1,2024-01-17,google
630,100629,2,2024-03-23,meta
631,100630,1,2024-02-24,google
632,100631,2,2024-03-15,meta
633,100632,3,2024-01-09,linkedin
634,100633,2,2024-02-26,meta
635,100634,2,2024-02-14,meta
636,100635,1,2024-01-06,google
637,100636,1,2024-01-14,google
638,100637,1,2024-01-31,google
639,100638,2,2024-02-23,meta
640,100639,3,2024-01-11,linkedin
641,100640,1,2024-03-09,google
642,100641,1,2024-01-02,google
643,100642,2,2024-01-17,meta
644,100643,1,2024-02-05,google
645,100644,3,2024-01-03,linkedin
646,100645,3,2024-03-03,linkedin
647,100646,1,2024-02-12,google
648,100647,1,2024-02-02,google
649,100648,2,2024-03-18,meta
650,100649,3,2024-01-29,linkedin
651,100650,3,2024-01-23,linkedin
652,100651,1,2024-02-28,google
653,100652,2,2024-03-21,meta
654,100653,3,2024-02-18,linkedin
655,100654,3,2024-02-24,linkedin
656,100655,2,2024-03-15,meta
657,100656,2,2024-01-28,meta
658,100657,3,2024-03-11,linkedin
659,100658,3,2024-03-12,linkedin
660,100659,2,2024-01-25,meta
661,100660,3,2024-01-07,linkedin
662,100661,1,2024-03-26,google
663,100662,1,2024-03-13,google
664,100663,2,2024-03-15,meta
665,100664,2,2024-02-03,meta
666,100665,2,2024-01-22,meta
667,100666,1,2024-03-07,google
668,100667,3,2024-02-19,linkedin
669,100668,1,2024-02-17,google
670,100669,3,2024-03-12,linkedin
671,100670,1,2024-03-10,google
672,100671,3,2024-02-26,linkedin
673,100672,1,2024-01-25,google
674,100673,2,2024-03-06,meta
675,100674,1,2024-01-16,google
676,100675,3,2024-02-27,linkedin
677,100676,1,2024-02-10,google
678,100677,1,2024-02-20,google
679,100678,1,2024-01-21,google
680,100679,2,2024-03-19,meta
681,100680,1,2024-02-25,google
682,100681,2,2024-02-16,meta
683,100682,2,2024-02-12,meta
684,100683,1,2024-03-24,google
685,100684,1,2024-01-31,google
686,100685,1,2024-01-15,google
687,100686,3,2024-02-17,linkedin
688,100687,1,2024-03-02,google
689,100688,2,2024-03-10,meta
690,100689,1,2024-01-03,google
691,100690,3,2024-02-07,linkedin
692,100691,1,2024-03-27,google
693,100692,3,2024-02-27,linkedin
694,100693,3,2024-03-07,linkedin
695,100694,1,2024-02-14,google
696,100695,2,2024-02-13,meta
697,100696,3,2024-01-08,linkedin
698,100697,1,2024-03-06,google
699,100698,1,2024-03-11,google
700,100699,2,2024-03-01,meta
701,100700,3,2024-01-17,linkedin
702,100701,3,2024-03-11,linkedin
703,100702,1,2024-02-05,google
704,100703,1,2024-03-08,google
705,100704,2,2024-03-20,meta
706,100705,2,2024-01-21,meta
707,100706,3,2024-03-22,linkedin
708,100707,3,2024-02-15,linkedin
709,100708,1,2024-02-15,google
710,100709,3,2024-01-16,linkedin
711,100710,2,2024-01-22,meta
712,100711,2,2024-01-06,meta
713,100712,1,2024-02-25,google
714,100713,2,2024-02-14,meta
715,100714,2,2024-02-27,meta
716,100715,2,2024-01-28,meta
717,100716,2,2024-01-17,meta
718,100717,1,2024-02-05,google
719,100718,1,2024-01-12,google
720,100719,3,2024-02-19,linkedin
721,100720,2,2024-02-28,meta
722,100721,3,2024-01-12,linkedin
723,100722,1,2024-03-02,google
724,100723,1,2024-02-09,google
725,100724,1,2024-01-02,google
726,100725,1,2024-01-25,google
727,100726,1,2024-03-25,google
728,100727,1,2024-03-26,google
729,100728,1,2024-03-14,google
730,100729,2,2024-01-31,meta
731,100730,3,2024-02-16,linkedin
732,100731,1,2024-02-29,google
733,100732,2,2024-03-13,meta
734,100733,2,2024-02-10,meta
735,100734,3,2024-02-19,linkedin
736,100735,1,2024-01-23,google
737,100736,3,2024-01-12,linkedin
738,100737,1,2024-03-11,google
739,100738,2,2024-03-23,meta
740,100739,2,2024-01-22,meta
741,100740,2,2024-02-25,meta
742,100741,2,2024-01-16,meta
743,100742,3,2024-02-27,linkedin
744,100743,1,2024-03-12,google
745,100744,1,2024-02-20,google
746,100745,3,2024-01-06,linkedin
747,100746,1,2024-01-02,google
748,100747,2,2024-03-02,meta
749,100748,1,2024-02-11,google
750,100749,2,2024-02-12,meta
751,100750,3,2024-02-21,linkedin
752,100751,1,2024-02-27,google
753,100752,3,2024-01-20,linkedin
754,100753,1,2024-02-25,google
755,100754,2,2024-03-07,meta
756,100755,3,2024-02-28,linkedin
757,100756,1,2024-02-17,google
758,100757,2,2024-02-04,meta
759,100758,3,2024-01-08,linkedin
760,100759,3,2024-03-16,linkedin
761,100760,1,2024-02-01,google
762,100761,1,2024-02-14,google
763,100762,1,2024-03-25,google
764,100763,2,2024-03-07,meta
765,100764,1,2024-01-27,google
766,100765,3,2024-01-03,linkedin
767,100766,3,2024-02-26,linkedin
768,100767,1,2024-03-05,google
769,100768,1,2024-01-20,google
770,100769,3,2024-03-11,linkedin
771,100770,2,2024-02-10,meta
772,100771,1,2024-01-01,google
773,100772,1,2024-03-14,google
774,100773,3,2024-03-16,linkedin
775,100774,1,2024-01-04,google
776,100775,2,2024-03-11,meta
777,100776,3,2024-01-10,linkedin
778,100777,1,2024-03-26,google
779,100778,3,2024-03-29,linkedin
780,100779,1,2024-01-29,google
781,100780,1,2024-01-15,google
782,100781,1,2024-01-19,google
783,100782,2,2024-02-27,meta
784,100783,2,2024-02-22,meta
785,100784,3,2024-02-15,linkedin
786,100785,1,2024-01-18,google
787,100786,1,2024-01-03,google
788,100787,2,2024-03-10,meta
789,100788,1,2024-01-22,google
790,100789,2,2024-02-24,meta
791,100790,1,2024-03-04,google
792,100791,3,2024-02-10,linkedin
793,100792,1,2024-03-25,google
794,100793,1,2024-01-08,google
795,100794,2,2024-03-05,meta
796,100795,1,2024-01-03,google
797,100796,1,2024-01-29,google
798,100797,2,2024-03-10,meta
799,100798,3,2024-01-18,linkedin
800,100799,3,2024-02-27,linkedin
801,100800,2,2024-01-01,meta
802,100801,2,2024-01-22,meta
803,100802,2,2024-01-23,meta
804,100803,2,2024-01-08,meta
805,100804,2,2024-01-29,meta
806,100805,3,2024-02-13,linkedin
807,100806,3,2024-03-02,linkedin
808,100807,2,2024-01-19,meta
