conversion_id,lead_id,converted_at,revenue
239,9507,2024-01-24,326.37
240,44799,2024-01-15,1047.32
241,34063,2024-03-09,1132.7
242,27475,2024-01-27,1359.85
243,31144,2024-04-04,1422.04
244,21236,2024-03-02,801.17
245,1391,2024-03-25,695.77
246,38250,2024-02-11,795.55
247,37625,2024-03-04,1120.26
248,42029,2024-01-21,104.38
249,20835,2024-02-22,327.28
250,14758,2024-01-16,1368.89
251,26397,2024-04-02,357.52
252,6809,2024-01-02,404.45
253,9226,2024-03-17,1414.04
254,48395,2024-01-19,497.88
255,5396,2024-01-19,492.43
256,6944,2024-03-25,1391.67
257,23871,2024-01-16,612.62
258,32493,2024-02-18,781.4
259,36346,2024-01-17,875.78
260,10756,2024-02-28,1312.96
261,12302,2024-02-01,190.15
262,48387,2024-01-17,450.42
263,42746,2024-01-22,913.55
264,29090,2024-01-20,697.15
265,44713,2024-02-04,475.16
266,14344,2024-01-28,661.69
267,38173,2024-01-11,1452.06
268,5072,2024-01-07,109.87
269,24122,2024-03-25,288.7
270,48810,2024-03-22,106.49
271,17821,2024-02-03,922.62
272,1123,2024-04-03,98.37
273,11265,2024-01-31,724.7
274,30580,2024-01-12,1300.06
275,45465,2024-03-26,218.03
276,48217,2024-02-13,598.55
277,43045,2024-04-01,616.76
278,15657,2024-02-21,594.4
279,1901,2024-01-25,1113.0
280,148,2024-04-07,86.26
281,29643,2024-02-11,1187.55
282,3212,2024-02-14,1271.44
283,43851,2024-03-07,692.68
284,2355,2024-01-31,1339.76
285,31521,2024-02-07,621.08
286,42584,2024-01-16,1066.51
287,43338,2024-02-20,632.13
288,45285,2024-02-10,133.74
289,46957,2024-04-07,198.47
290,48791,2024-03-04,707.71
291,36586,2024-03-19,1485.94
292,10466,2024-02-18,332.13
293,7822,2024-02-14,1351.73
294,7206,2024-01-31,1385.54
295,6414,2024-01-14,661.7
296,34047,2024-01-04,735.79
297,12729,2024-03-19,794.01
298,6926,2024-02-29,1173.98
299,27996,2024-02-19,255.69
300,37613,2024-02-04,546.66
301,39484,2024-03-19,322.4
302,3017,2024-03-20,1327.35
303,1641,2024-02-06,180.14
304,8884,2024-01-26,1141.74
305,37602,2024-01-20,704.43
306,12970,2024-01-11,1094.74
307,23464,2024-01-07,1343.65
308,15758,2024-01-11,562.32
309,44077,2024-02-01,402.34
310,4087,2024-03-02,1003.31
311,509,2024-02-02,1496.49
312,6355,2024-02-19,1115.9
313,29645,2024-01-25,1209.78
314,20816,2024-02-08,974.4
315,6235,2024-02-02,602.82
316,31990,2024-03-22,1009.59
317,12996,2024-01-19,262.54
318,42502,2024-02-29,774.12
319,38921,2024-02-11,893.74
320,263,2024-03-02,1367.58
321,7892,2024-01-16,1386.0
322,10528,2024-03-08,165.38
323,18601,2024-03-16,977.27
324,24115,2024-03-12,1210.87
325,33499,2024-01-13,841.76
326,13472,2024-03-29,215.85
327,31726,2024-02-26,410.48
328,23691,2024-02-26,525.37
329,10558,2024-01-21,1021.18
330,6557,2024-01-15,173.12
331,45578,2024-02-02,860.46
332,41504,2024-02-20,234.69
333,27873,2024-03-18,641.07
334,10811,2024-03-01,684.29
335,38215,2024-02-26,721.61
336,11731,2024-02-09,1089.43
337,27439,2024-02-19,195.3
338,21780,2024-04-04,460.9
339,34080,2024-03-31,990.4
340,22916,2024-02-07,1419.86
341,8086,2024-04-02,961.53
342,43468,2024-04-01,1334.38
343,14710,2024-04-06,1455.14
344,15467,2024-01-14,1335.14
345,37173,2024-03-04,1460.53
346,28749,2024-01-24,1183.4
347,3105,2024-01-24,1339.76
348,709,2024-02-28,777.86
349,38386,2024-02-03,570.52
350,23445,2024-03-31,1499.59
351,26511,2024-02-09,218.82
352,8467,2024-02-28,1440.64
353,6231,2024-04-09,691.84
354,46359,2024-03-04,111.78
355,39358,2024-03-08,1220.28
356,16387,2024-02-22,710.79
357,34166,2024-02-22,1214.13
358,4169,2024-02-21,143.64
359,5804,2024-03-27,1463.29
360,12754,2024-02-13,1032.87
361,2190,2024-01-22,148.15
362,12188,2024-01-15,86.6
363,31728,2024-04-05,923.48
364,19246,2024-04-05,1466.63
365,37867,2024-03-15,824.08
366,43515,2024-03-10,582.53
367,8719,2024-03-02,1413.27
368,28825,2024-01-30,1477.21
369,24469,2024-02-09,1193.97
370,48253,2024-02-24,1099.44
371,7202,2024-02-10,82.93
372,9283,2024-01-09,525.43
373,26821,2024-02-08,1393.75
374,27374,2024-02-02,602.75
375,22493,2024-03-22,555.1
376,45638,2024-03-16,842.8
377,45880,2024-02-23,715.86
378,29340,2024-02-16,1299.49
379,46548,2024-01-17,196.01
380,10804,2024-03-09,1015.42
381,20965,2024-02-13,1070.01
382,30033,2024-03-20,1329.76
383,5223,2024-03-12,670.41
384,660,2024-01-31,498.91
385,33246,2024-01-29,969.72
386,5866,2024-02-08,1109.39
387,48872,2024-03-18,322.79
388,22986,2024-04-03,304.59
389,28881,2024-01-20,454.32
390,47088,2024-04-08,432.04
391,26528,2024-02-17,1145.93
392,9648,2024-02-29,833.6
393,49546,2024-01-23,857.86
394,32375,2024-03-02,100.88
395,26159,2024-03-15,1491.85
396,11712,2024-02-15,1258.3
397,27239,2024-01-18,710.0
398,18354,2024-03-04,174.97
399,49515,2024-03-01,1065.89
400,21725,2024-01-21,839.77
401,25925,2024-03-03,1042.11
402,41390,2024-03-20,1042.16
403,4773,2024-03-04,299.72
404,35205,2024-03-24,546.91
405,27879,2024-03-24,105.22
406,5875,2024-02-09,1474.81
407,17805,2024-04-08,1225.18
408,34224,2024-02-19,1398.91
409,7842,2024-03-22,142.67
410,15923,2024-03-08,790.49
411,28367,2024-03-07,1141.36
412,12084,2024-03-30,227.26
413,20034,2024-02-25,1183.46
414,14488,2024-03-28,999.45
415,20819,2024-01-03,1478.64
416,37518,2024-03-17,280.03
417,44236,2024-02-26,973.57
418,48651,2024-02-09,1424.93
419,36236,2024-02-17,1136.01
420,21070,2024-01-23,557.33
421,9524,2024-03-10,249.34
422,32756,2024-01-19,1448.55
423,12054,2024-03-05,182.1
424,23594,2024-02-22,1464.74
425,8038,2024-04-01,510.99
426,46977,2024-01-25,1301.64
427,16400,2024-01-09,867.12
428,45786,2024-02-27,1375.88
429,34616,2024-03-27,685.8
430,7625,2024-02-05,1286.72
431,13662,2024-01-31,418.51
432,37737,2024-02-17,742.77
433,26542,2024-03-10,1281.75
434,13268,2024-01-20,248.07
435,18083,2024-04-04,1114.66
436,48086,2024-03-20,700.36
437,42768,2024-01-13,808.77
438,4071,2024-03-27,902.23
439,16287,2024-01-09,471.44
440,1119,2024-01-05,216.85
441,10075,2024-01-12,106.5
442,11374,2024-01-15,691.91
443,32685,2024-02-14,461.8
444,46434,2024-02-12,978.76
445,25350,2024-03-23,1096.63
446,6716,2024-02-01,795.32
447,34568,2024-01-23,958.93
448,1031,2024-03-28,876.26
449,22754,2024-03-03,86.5
450,11762,2024-02-09,1275.22
451,35897,2024-02-16,164.58
452,14493,2024-02-15,662.68
453,25086,2024-03-20,237.65
454,20396,2024-03-18,1020.49
455,4814,2024-02-04,542.33
456,8995,2024-02-01,181.04
457,49692,2024-03-17,144.4
458,21375,2024-02-10,416.74
459,30243,2024-02-15,1027.52
460,47579,2024-01-28,1099.87
461,1165,2024-03-11,262.37
462,24811,2024-01-17,277.54
463,21110,2024-01-19,922.38
464,3698,2024-02-08,1439.32
465,11439,2024-03-20,865.13
466,4470,2024-04-09,1090.67
467,9808,2024-02-02,897.09
468,47768,2024-03-21,228.87
469,6749,2024-01-30,1423.98
470,49185,2024-03-16,182.22
471,17379,2024-04-11,1159.02
472,36885,2024-03-17,1470.68
473,13357,2024-01-20,532.98
474,32405,2024-01-17,323.71
475,42455,2024-03-26,883.97
476,46066,2024-03-11,1208.99
477,11539,2024-01-11,1428.25
478,2009,2024-02-06,1065.02
479,3222,2024-03-19,556.94
480,44997,2024-01-09,781.97
481,18763,2024-03-10,1160.9
482,14166,2024-02-23,1198.86
483,40684,2024-02-09,185.7
484,25081,2024-02-19,951.51
485,1823,2024-01-27,1453.67
486,44662,2024-02-01,1195.06
487,6849,2024-01-25,90.4
488,12636,2024-03-11,399.42
489,37669,2024-03-14,711.91
490,6096,2024-01-18,1082.9
491,39249,2024-03-12,868.45
492,10578,2024-02-26,189.81
493,31075,2024-02-02,1128.34
494,29113,2024-04-09,1270.97
495,10193,2024-01-27,372.18
496,315,2024-04-02,175.74
497,11450,2024-03-05,1203.16
498,30746,2024-03-14,989.43
499,29703,2024-03-16,1220.98
500,27659,2024-02-14,884.57
501,23686,2024-03-18,688.52
502,28376,2024-02-15,1447.57
503,3086,2024-01-26,1187.54
504,49372,2024-03-14,664.92
505,3752,2024-03-02,1368.68
506,5049,2024-03-15,1490.77
507,29187,2024-02-03,517.7
508,30709,2024-02-22,1347.32
509,20147,2024-03-19,144.46
510,32250,2024-03-11,384.38
511,4970,2024-02-21,308.5
512,30526,2024-03-15,586.36
513,18495,2024-02-15,878.92
514,38065,2024-04-08,1102.37
515,41837,2024-03-31,1361.98
516,32753,2024-03-27,305.14
517,20074,2024-02-19,901.16
518,26274,2024-01-11,867.66
519,13650,2024-02-03,731.03
520,25534,2024-03-21,1066.31
521,17522,2024-01-11,808.97
522,25481,2024-04-04,861.27
523,48235,2024-02-23,1362.73
524,48788,2024-04-06,1301.59
525,32390,2024-03-10,899.81
526,5087,2024-03-14,301.82
527,17253,2024-02-25,1441.36
528,4040,2024-03-11,964.23
529,18387,2024-03-01,1226.61
530,4247,2024-04-07,158.13
531,18628,2024-03-09,1353.49
532,880,2024-03-08,1064.76
533,23299,2024-03-04,1053.3
534,29753,2024-02-22,236.36
535,30173,2024-02-15,1092.27
536,28560,2024-02-29,188.82
537,18864,2024-02-03,159.27
538,43344,2024-03-07,541.99
539,34211,2024-01-16,112.9
540,26084,2024-01-07,306.67
541,1942,2024-02-26,1111.1
542,22226,2024-04-12,1265.59
543,44692,2024-04-06,334.92
544,43240,2024-02-20,1249.08
545,23860,2024-03-06,762.35
546,14159,2024-02-17,1440.21
547,33876,2024-01-08,277.82
548,48105,2024-01-27,156.06
549,23450,2024-03-17,1280.01
550,6624,2024-01-15,594.02
551,38265,2024-02-17,729.18
552,26242,2024-01-14,806.75
553,47592,2024-02-21,1251.74
554,24156,2024-03-17,187.92
555,32059,2024-03-10,862.6
556,9332,2024-02-28,691.41
557,43565,2024-01-19,563.2
558,3494,2024-02-04,574.35
559,4879,2024-03-30,1401.08
560,47063,2024-04-06,460.72
561,999,2024-02-03,725.56
562,37087,2024-03-12,779.78
563,36438,2024-02-05,1102.21
564,34750,2024-03-08,816.96
565,28617,2024-02-13,962.15
566,37096,2024-03-02,646.34
567,22811,2024-01-16,1100.44
568,7143,2024-03-08,741.51
569,21559,2024-02-17,396.25
570,9936,2024-03-30,1240.04
571,4789,2024-02-23,1166.94
572,30511,2024-03-18,971.04
573,31190,2024-03-28,821.17
574,20084,2024-02-21,376.06
575,10824,2024-01-31,1313.06
576,673,2024-02-04,218.01
577,15595,2024-01-25,624.12
578,43049,2024-01-21,1290.64
579,21912,2024-02-27,925.7
580,11869,2024-02-10,702.84
581,34691,2024-03-17,1203.73
582,11322,2024-03-03,1485.11
583,44212,2024-02-22,348.12
584,24615,2024-02-28,152.04
585,12006,2024-03-08,737.44
586,3940,2024-02-21,488.1
587,4614,2024-02-07,1026.79
588,36760,2024-03-24,781.85
589,31459,2024-03-10,788.58
590,44953,2024-03-19,584.07
591,4348,2024-02-04,379.16
592,39328,2024-03-28,383.11
593,49923,2024-03-04,629.5
594,22394,2024-02-17,1048.21
595,3157,2024-03-09,558.75
596,29918,2024-03-24,542.94
597,37224,2024-01-25,683.5
598,13479,2024-03-11,1487.02
599,13872,2024-04-05,209.55
600,38556,2024-04-09,498.41
601,25330,2024-03-19,494.64
602,44685,2024-04-03,1463.79
603,986,2024-03-18,658.19
604,37140,2024-04-08,885.1
605,35034,2024-01-24,361.35
606,23731,2024-03-26,98.05
607,7531,2024-01-23,561.76
608,44395,2024-04-10,987.43
609,32949,2024-03-02,1061.99
610,30878,2024-01-25,1150.5
611,29931,2024-02-04,1302.14
612,23416,2024-02-14,244.18
613,6060,2024-01-19,197.57
614,23680,2024-01-21,1198.51
615,15941,2024-04-06,698.77
616,6949,2024-02-26,1424.91
617,30096,2024-02-01,1419.75
618,41340,2024-03-06,281.15
619,49599,2024-02-21,1061.54
620,33184,2024-02-15,175.29
621,16581,2024-04-09,652.84
622,1389,2024-03-28,1275.23
623,21351,2024-02-15,734.56
624,49751,2024-03-26,127.73
625,34432,2024-03-16,421.27
626,24455,2024-03-19,202.65
627,40360,2024-04-02,659.69
628,18578,2024-03-08,1069.31
629,33452,2024-04-07,1017.71
630,47853,2024-02-05,1100.89
631,5,2024-02-13,625.02
632,29183,2024-02-06,456.7
633,8231,2024-02-05,160.84
634,5947,2024-03-28,1417.04
635,7823,2024-01-20,247.96
636,19487,2024-03-05,333.11
637,15385,2024-01-08,115.5
638,41100,2024-03-16,530.38
639,18184,2024-04-03,1242.76
640,27162,2024-03-29,551.79
641,11646,2024-02-21,1025.7
642,24391,2024-03-14,1451.07
643,4851,2024-01-06,1347.39
644,47436,2024-04-05,335.56
645,42207,2024-02-15,590.07
646,45341,2024-02-01,1146.62
647,28170,2024-04-12,1468.28
648,3420,2024-04-03,1096.63
649,42591,2024-03-28,438.14
650,38735,2024-04-12,268.61
651,36720,2024-03-27,783.13
652,29498,2024-03-11,353.99
653,4363,2024-02-04,403.21
654,4029,2024-01-19,980.89
655,3427,2024-04-03,811.07
656,20269,2024-03-17,251.38
657,20058,2024-01-17,298.22
658,11479,2024-01-25,107.6
659,47945,2024-03-13,391.92
660,29393,2024-03-28,1339.98
661,29047,2024-02-27,1206.11
662,8565,2024-02-28,668.99
663,39507,2024-01-09,1133.55
664,49805,2024-03-18,657.9
665,25450,2024-02-26,1204.79
666,34922,2024-02-20,338.36
667,30478,2024-01-20,296.57
668,13520,2024-01-26,190.68
669,34008,2024-03-11,423.37
670,21316,2024-03-07,287.77
671,42425,2024-01-09,1214.07
672,48901,2024-01-30,420.76
673,47633,2024-02-03,813.01
674,49789,2024-02-03,1153.8
675,44232,2024-01-30,1041.45
676,10724,2024-03-18,370.52
677,13155,2024-02-27,189.44
678,13763,2024-02-07,1374.7
679,42812,2024-04-07,963.23
680,30804,2024-02-04,1083.32
681,36261,2024-02-09,628.14
682,21437,2024-01-10,423.08
683,25971,2024-02-13,833.48
684,32204,2024-03-02,190.59
685,7181,2024-03-31,1215.97
686,41281,2024-01-13,1009.4
687,28087,2024-01-30,1161.52
688,13702,2024-01-30,888.35
689,1004,2024-03-30,900.63
690,9059,2024-02-27,932.53
691,44235,2024-02-04,1193.51
692,25675,2024-02-11,400.05
693,45056,2024-04-13,1047.78
694,35144,2024-03-26,864.84
695,38163,2024-02-01,783.05
696,22477,2024-01-11,848.09
697,23007,2024-02-04,466.52
698,45344,2024-03-03,132.65
699,36128,2024-02-06,1158.01
700,49710,2024-01-14,1380.97
701,13099,2024-01-11,762.68
702,37196,2024-02-23,1269.82
703,4108,2024-01-15,868.46
704,41336,2024-03-14,1401.03
705,25223,2024-02-02,801.95
706,35840,2024-01-10,370.89
707,29719,2024-03-02,1315.56
708,46953,2024-03-03,1216.39
709,29828,2024-02-23,645.18
710,17543,2024-03-02,1275.51
711,24916,2024-03-27,92.85
712,4514,2024-02-18,1215.64
713,19937,2024-02-01,1057.02
714,46525,2024-04-05,619.14
715,24511,2024-02-27,1204.05
716,27442,2024-02-03,259.86
717,12002,2024-01-24,368.71
718,23354,2024-02-20,837.68
719,27293,2024-03-20,1331.06
720,34204,2024-01-24,264.75
721,12148,2024-04-01,881.26
722,15292,2024-02-16,1149.45
723,46880,2024-03-23,1135.56
724,8691,2024-03-10,971.7
725,12654,2024-02-18,1416.11
726,31470,2024-03-28,764.63
727,2955,2024-02-29,1329.95
728,3004,2024-02-16,959.81
729,15814,2024-02-09,1127.2
730,6657,2024-02-09,740.06
731,12774,2024-03-05,318.02
732,39531,2024-04-12,234.92
733,34408,2024-02-15,1048.91
734,8837,2024-03-26,614.6
735,14618,2024-01-13,885.83
736,22836,2024-01-15,1139.39
737,15981,2024-02-01,1196.8
738,37916,2024-03-29,803.72
739,1571,2024-01-30,526.59
740,35908,2024-03-03,1181.75
741,26090,2024-01-22,669.79
742,20914,2024-03-21,1410.16
743,9958,2024-02-25,1250.89
744,18276,2024-02-06,1140.62
745,15432,2024-02-11,422.57
746,23494,2024-02-27,595.12
747,15790,2024-02-08,1285.55
748,35780,2024-02-05,112.86
749,11981,2024-02-21,1189.69
750,44906,2024-03-08,653.9
751,35763,2024-02-25,1215.08
752,27093,2024-01-20,864.4
753,46835,2024-02-09,828.07
754,33438,2024-02-20,1076.26
755,47381,2024-02-28,1224.99
756,1591,2024-01-09,1064.71
757,26756,2024-01-19,720.01
758,21759,2024-02-24,535.59
759,3002,2024-04-01,1280.79
760,44112,2024-02-22,819.5
761,43520,2024-03-03,1192.51
762,629,2024-01-31,1493.92
763,20737,2024-04-06,994.32
764,11903,2024-03-31,475.25
765,6367,2024-03-08,1309.09
766,17133,2024-02-03,468.62
767,9479,2024-01-28,449.77
768,41871,2024-02-26,184.99
769,12933,2024-04-06,191.56
770,13642,2024-02-23,1304.5
771,19627,2024-03-30,407.64
772,9952,2024-02-29,234.34
773,28963,2024-02-16,580.67
774,28446,2024-03-02,1093.23
775,19699,2024-01-28,562.28
776,44224,2024-01-14,519.18
777,2997,2024-02-24,773.05
778,13638,2024-01-25,110.1
779,22471,2024-01-09,777.32
780,36087,2024-04-05,1485.83
781,28918,2024-01-23,1215.08
782,17650,2024-03-19,180.1
783,27956,2024-02-19,1009.85
784,2855,2024-01-24,734.78
785,13390,2024-03-29,1253.27
786,13049,2024-02-16,219.91
787,22333,2024-02-20,410.47
788,30578,2024-02-06,1203.42
789,34735,2024-02-20,1285.86
790,19539,2024-02-09,831.63
791,39587,2024-01-28,107.97
792,5573,2024-02-17,1349.08
793,47751,2024-03-05,623.53
794,30964,2024-03-21,136.35
795,35496,2024-01-28,1242.71
796,20263,2024-01-30,673.66
797,44660,2024-03-05,349.79
798,21746,2024-03-20,1218.24
799,47249,2024-01-02,729.96
800,36228,2024-03-27,943.09
801,28787,2024-01-21,1248.83
802,35620,2024-03-29,821.84
803,46000,2024-02-10,236.88
804,49513,2024-03-08,1448.54
805,44515,2024-03-13,486.89
806,28684,2024-03-23,1491.83
807,31549,2024-04-02,88.55
808,31965,2024-02-06,766.98
809,9434,2024-01-30,1081.01
810,22374,2024-01-11,1366.95
811,21623,2024-03-24,1188.08
812,12452,2024-04-06,442.99
813,11800,2024-02-17,425.49
814,31389,2024-02-24,586.35
815,20769,2024-02-08,236.97
816,4829,2024-04-01,1030.79
817,14590,2024-03-25,1416.59
818,1508,2024-01-04,991.79
819,18613,2024-03-12,837.39
820,19303,2024-01-10,794.76
821,38310,2024-02-24,921.51
822,1739,2024-02-25,1089.07
823,35876,2024-02-15,1208.9
824,47068,2024-01-26,1071.62
825,5115,2024-02-21,1081.15
826,24907,2024-02-18,1431.46
827,7636,2024-01-03,1357.07
828,14399,2024-02-24,1249.97
829,36171,2024-02-28,141.57
830,9184,2024-03-10,1029.79
831,36797,2024-01-20,726.07
832,37623,2024-04-10,956.99
833,1656,2024-01-13,1054.52
834,4327,2024-03-23,1094.81
835,27378,2024-03-17,1314.59
836,19045,2024-02-21,1372.19
837,44329,2024-02-19,941.7
838,9662,2024-01-17,1349.71
839,15915,2024-03-30,1165.76
840,25467,2024-04-03,367.87
841,13611,2024-02-04,130.14
842,11671,2024-02-02,94.04
843,1220,2024-03-18,913.0
844,38864,2024-03-03,820.66
845,12558,2024-02-24,1068.84
846,39144,2024-01-27,1276.82
847,35509,2024-02-21,313.51
848,11853,2024-02-01,1296.13
849,13239,2024-02-21,219.28
850,29951,2024-01-24,1334.21
851,27985,2024-01-26,1287.69
852,22091,2024-02-20,1069.68
853,48990,2024-02-16,506.04
